Trade_ID,Strategy,Profit_Loss,Predicted_Confidence,Rescaled_Confidence,Allocated_Capital,Strat_Cum,Total_Cum,Entry_Date
Strategy_2_T217,strategy_2,0.0049999999999998,0.6733094073079509,0.3466188146159017,24.836615646651268,24.605967083324845,99.47064566483833,1990-12-24
Strategy_2_T221,strategy_2,0.0,0.49698648071099105,-0.006027038578017896,24.867661416209582,24.605967083324845,99.47064566483833,1990-12-26
Strategy_2_T222,strategy_2,0.0,0.43976545987021387,-0.12046908025957226,24.867661416209582,24.605967083324845,99.47064566483833,1990-12-27
Strategy_4_T229,strategy_1,-0.0180000000000002,0.5143362991589406,0.02867259831788127,24.867661416209582,24.482282645625556,99.02302775934655,1991-01-08
Strategy_4_T234,strategy_1,-0.0099999999999997,0.4602390690747959,-0.07952186185040822,24.755756939836637,24.234725076227196,98.7754701899482,1991-01-14
Strategy_4_T239,strategy_1,-0.0135,0.40524726104575626,-0.18950547790848749,24.69386754748705,23.90135786433612,98.44210297805711,1991-01-18
Strategy_4_T248,strategy_1,0.0009999999999998,0.42694436420615134,-0.14611127158769732,24.610525744514277,23.92596839008063,98.46671350380163,1991-02-15
Strategy_2_T251,strategy_2,-0.0115000000000002,0.396085985680319,-0.207828028639362,24.616678375950407,24.322875282001412,98.18362170247819,1991-02-19
Strategy_2_T257,strategy_2,-0.0009999999999998,0.49979080761496003,-0.00041838477007993813,24.545905425619548,24.298329376575797,98.15907579705258,1991-02-26
Strategy_2_T265,strategy_2,-0.0049999999999998,0.5176109355698753,0.035221871139750505,24.539768949263145,24.175630531829487,98.03637695230627,1991-03-05
Strategy_2_T274,strategy_2,0.0035000000000002,0.5805275693359825,0.16105513867196497,24.509094238076568,24.26141236166276,98.12215878213954,1991-03-15
Strategy_2_T286,strategy_2,0.0060000000000002,0.4939630749347095,-0.012073850130581043,24.530539695534884,24.408595599835973,98.26934202031275,1991-03-26
Strategy_2_T291,strategy_2,0.0,0.6236828912013477,0.24736578240269536,24.567335505078187,24.408595599835973,98.26934202031275,1991-03-29
Strategy_2_T315,strategy_2,-0.0150000000000001,0.5232722850761509,0.046544570152301734,24.567335505078187,24.040085567259798,97.90083198773658,1991-05-01
